Date,BoosterVersion,PayloadMass,Orbit,LaunchSite,Outcome,Flights,GridFins,Reused,Legs,LandingPad,Block,ReusedCount,Serial,Longitude,Latitude,id
2017-10-09,Falcon 9,9600.0,PO,VAFB SLC 4E,True - ASDS,1,True,False,True,5e9e3033383ecbb9e534e7cc,4.0,1,B1041,-120.610829,34.632093,5eb87d0affd86e000604b359
2017-10-11,Falcon 9,5200.0,GTO,KSC LC 39A,True - ASDS,2,True,True,True,5e9e3032383ecb6bb234e7ca,3.0,1,B1031,-80.6039558,28.6080585,5eb87d0cffd86e000604b35a
2017-10-30,Falcon 9,3700.0,GTO,KSC LC 39A,True - ASDS,1,True,False,True,5e9e3032383ecb6bb234e7ca,4.0,0,B1042,-80.6039558,28.6080585,5eb87d0dffd86e000604b35b
2017-12-15,Falcon 9,2205.0,ISS,CCSFS SLC 40,True - RTLS,2,True,True,True,5e9e3032383ecb267a34e7c7,3.0,1,B1035,-80.577366,28.5618571,5eb87d0effd86e000604b35c
2017-12-23,Falcon 9,9600.0,PO,VAFB SLC 4E,True - Ocean,2,True,True,False,,3.0,1,B1036,-120.610829,34.632093,5eb87d0fffd86e000604b35d
2018-01-08,Falcon 9,,LEO,CCSFS SLC 40,True - RTLS,1,True,False,True,5e9e3032383ecb267a34e7c7,4.0,1,B1043,-80.577366,28.5618571,5eb87d10ffd86e000604b35e
2018-01-31,Falcon 9,4230.0,GTO,CCSFS SLC 40,True - Ocean,2,True,True,True,,3.0,1,B1032,-80.577366,28.5618571,5eb87d11ffd86e000604b35f
2018-02-22,Falcon 9,2150.0,SSO,VAFB SLC 4E,None - None,2,True,True,False,,3.0,1,B1038,-120.610829,34.632093,5eb87d14ffd86e000604b361
2018-03-06,Falcon 9,6092.0,GTO,CCSFS SLC 40,None - None,1,True,False,True,,4.0,0,B1044,-80.577366,28.5618571,5eb87d15ffd86e000604b362
2018-03-30,Falcon 9,9600.0,PO,VAFB SLC 4E,None - None,2,True,True,True,,4.0,1,B1041,-120.610829,34.632093,5eb87d16ffd86e000604b363
2018-04-02,Falcon 9,2760.0,ISS,CCSFS SLC 40,None - None,2,True,True,True,,4.0,1,B1039,-80.577366,28.5618571,5eb87d16ffd86e000604b364
2018-04-18,Falcon 9,350.0,HEO,CCSFS SLC 40,True - ASDS,1,True,False,True,5e9e3032383ecb6bb234e7ca,4.0,1,B1045,-80.577366,28.5618571,5eb87d18ffd86e000604b365
2018-05-11,Falcon 9,3750.0,GTO,KSC LC 39A,True - ASDS,1,True,False,True,5e9e3032383ecb6bb234e7ca,5.0,3,B1046,-80.6039558,28.6080585,5eb87d19ffd86e000604b366
2018-05-22,Falcon 9,5460.0,PO,VAFB SLC 4E,None - None,2,True,True,False,,4.0,1,B1043,-120.610829,34.632093,5eb87d1affd86e000604b367
2018-06-04,Falcon 9,5383.85,GTO,CCSFS SLC 40,None - None,2,False,True,False,,4.0,1,B1040,-80.577366,28.5618571,5eb87d1bffd86e000604b368
2018-06-29,Falcon 9,2410.0,ISS,CCSFS SLC 40,None - None,2,False,True,False,,4.0,1,B1045,-80.577366,28.5618571,5eb87d1cffd86e000604b369
2018-07-22,Falcon 9,7076.0,GTO,CCSFS SLC 40,True - ASDS,1,True,False,True,5e9e3032383ecb6bb234e7ca,5.0,2,B1047,-80.577366,28.5618571,5eb87d1effd86e000604b36a
2018-07-25,Falcon 9,9600.0,PO,VAFB SLC 4E,True - ASDS,1,True,False,True,5e9e3033383ecbb9e534e7cc,5.0,4,B1048,-120.610829,34.632093,5eb87d1fffd86e000604b36b
2018-08-07,Falcon 9,5800.0,GTO,CCSFS SLC 40,True - ASDS,2,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,3,B1046,-80.577366,28.5618571,5eb87d20ffd86e000604b36c
2018-09-10,Falcon 9,7060.0,GTO,CCSFS SLC 40,True - ASDS,1,True,False,True,5e9e3032383ecb6bb234e7ca,5.0,9,B1049,-80.577366,28.5618571,5eb87d22ffd86e000604b36d
2018-10-08,Falcon 9,2800.0,SSO,VAFB SLC 4E,True - RTLS,2,True,True,True,5e9e3032383ecb554034e7c9,5.0,4,B1048,-120.610829,34.632093,5eb87d23ffd86e000604b36e
2018-11-15,Falcon 9,3000.0,GTO,KSC LC 39A,True - ASDS,2,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,2,B1047,-80.6039558,28.6080585,5eb87d24ffd86e000604b36f
2018-12-03,Falcon 9,4000.0,SSO,VAFB SLC 4E,True - ASDS,3,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,3,B1046,-120.610829,34.632093,5eb87d25ffd86e000604b370
2018-12-05,Falcon 9,2573.0,ISS,CCSFS SLC 40,False - RTLS,1,True,False,True,5e9e3032383ecb267a34e7c7,5.0,0,B1050,-80.577366,28.5618571,5eb87d26ffd86e000604b371
2018-12-23,Falcon 9,4400.0,MEO,CCSFS SLC 40,None - None,1,False,False,False,,5.0,0,B1054,-80.577366,28.5618571,5eb87d27ffd86e000604b372
2019-01-11,Falcon 9,9600.0,PO,VAFB SLC 4E,True - ASDS,2,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,9,B1049,-120.610829,34.632093,5eb87d28ffd86e000604b373
2019-02-22,Falcon 9,5645.0,GTO,CCSFS SLC 40,True - ASDS,3,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,4,B1048,-80.577366,28.5618571,5eb87d2affd86e000604b374
2019-03-02,Falcon 9,12259.0,ISS,KSC LC 39A,True - ASDS,1,True,False,True,5e9e3032383ecb6bb234e7ca,5.0,12,B1051,-80.6039558,28.6080585,5eb87d2bffd86e000604b375
2019-05-04,Falcon 9,2482.0,ISS,CCSFS SLC 40,True - ASDS,1,True,False,True,5e9e3032383ecb6bb234e7ca,5.0,3,B1056,-80.577366,28.5618571,5eb87d2effd86e000604b377
2019-05-24,Falcon 9,13200.0,VLEO,CCSFS SLC 40,True - ASDS,3,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,9,B1049,-80.577366,28.5618571,5eb87d30ffd86e000604b378
2019-06-12,Falcon 9,1425.0,SSO,VAFB SLC 4E,True - RTLS,2,True,True,True,5e9e3032383ecb554034e7c9,5.0,12,B1051,-120.610829,34.632093,5eb87d31ffd86e000604b379
2019-07-25,Falcon 9,2227.7,ISS,CCSFS SLC 40,True - RTLS,2,True,True,True,5e9e3032383ecb267a34e7c7,5.0,3,B1056,-80.577366,28.5618571,5eb87d36ffd86e000604b37b
2019-08-06,Falcon 9,6500.0,GTO,CCSFS SLC 40,None - None,3,False,True,False,,5.0,2,B1047,-80.577366,28.5618571,5eb87d37ffd86e000604b37c
2019-11-11,Falcon 9,15600.0,VLEO,CCSFS SLC 40,True - ASDS,4,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,4,B1048,-80.577366,28.5618571,5eb87d39ffd86e000604b37d
2019-12-05,Falcon 9,5000.0,ISS,CCSFS SLC 40,True - ASDS,1,True,False,True,5e9e3032383ecb6bb234e7ca,5.0,5,B1059,-80.577366,28.5618571,5eb87d39ffd86e000604b37e
2019-12-17,Falcon 9,6800.0,GTO,CCSFS SLC 40,True - ASDS,3,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,3,B1056,-80.577366,28.5618571,5eb87d3bffd86e000604b37f
2020-01-07,Falcon 9,15600.0,VLEO,CCSFS SLC 40,True - ASDS,4,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,9,B1049,-80.577366,28.5618571,5eb87d3cffd86e000604b380
2020-01-19,Falcon 9,,SO,KSC LC 39A,None - None,4,False,True,False,,5.0,3,B1046,-80.6039558,28.6080585,5eb87d3dffd86e000604b381
2020-01-29,Falcon 9,15600.0,VLEO,CCSFS SLC 40,True - ASDS,3,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,12,B1051,-80.577366,28.5618571,5eb87d3fffd86e000604b382
2020-02-17,Falcon 9,15600.0,VLEO,CCSFS SLC 40,False - ASDS,4,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,3,B1056,-80.577366,28.5618571,5eb87d41ffd86e000604b383
2020-03-07,Falcon 9,1977.0,ISS,CCSFS SLC 40,True - RTLS,2,True,True,True,5e9e3032383ecb267a34e7c7,5.0,5,B1059,-80.577366,28.5618571,5eb87d42ffd86e000604b384
2020-03-18,Falcon 9,15600.0,VLEO,KSC LC 39A,False - ASDS,5,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,4,B1048,-80.6039558,28.6080585,5eb87d43ffd86e000604b385
2020-04-22,Falcon 9,15600.0,VLEO,KSC LC 39A,True - ASDS,4,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,12,B1051,-80.6039558,28.6080585,5eb87d44ffd86e000604b386
2020-05-30,Falcon 9,9525.0,ISS,KSC LC 39A,True - ASDS,1,True,False,True,5e9e3032383ecb6bb234e7ca,5.0,13,B1058,-80.6039558,28.6080585,5eb87d46ffd86e000604b388
2020-06-04,Falcon 9,15600.0,VLEO,CCSFS SLC 40,True - ASDS,5,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,9,B1049,-80.577366,28.5618571,5eb87d45ffd86e000604b387
2020-06-13,Falcon 9,15600.0,VLEO,CCSFS SLC 40,True - ASDS,3,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,5,B1059,-80.577366,28.5618571,5eb87d46ffd86e000604b389
2020-06-30,Falcon 9,3880.0,MEO,CCSFS SLC 40,True - ASDS,1,True,False,True,5e9e3033383ecbb9e534e7cc,5.0,12,B1060,-80.577366,28.5618571,5eb87d4affd86e000604b38b
2020-07-20,Falcon 9,,GEO,CCSFS SLC 40,True - ASDS,2,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,13,B1058,-80.577366,28.5618571,5eb87d50ffd86e000604b394
2020-08-07,Falcon 9,15712.0,SSO,KSC LC 39A,True - ASDS,5,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,12,B1051,-80.6039558,28.6080585,5ed9819a1f30554030d45c29
2020-08-18,Falcon 9,15600.0,VLEO,CCSFS SLC 40,True - ASDS,6,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,9,B1049,-80.577366,28.5618571,5ed981d91f30554030d45c2a
